0.0067376,0.0032251,0.0037199,0.0038763,0.0021825,0.0061334,0.0026218,0.0030964,0.0032836,0.001715,0.016759,0.013819,0.013638,0.01381,0.011683
0.013379,0.01531,0.011499,0.012217,0.049582,0.0094284,0.0098472,0.0091623,0.0095042,0.017875,0.046499,0.068085,0.03632,0.038196,0.44619
0.0089381,0.00723,0.0067688,0.0069736,0.015696,0.0075731,0.0057743,0.005655,0.0060395,0.010381,0.070683,0.045759,0.058921,0.064457,0.17458
0.012195,0.026458,0.013284,0.013859,0.023312,0.0099048,0.020053,0.010282,0.010525,0.015583,0.045134,0.06418,0.037474,0.042689,0.13336
0.0097351,0.010638,0.0086468,0.0083305,0.013582,0.0095156,0.0097134,0.0081723,0.0078381,0.009276,0.019602,0.028119,0.019771,0.018099,0.050766
0.0074712,0.005294,0.0050192,0.0050702,0.00098031,0.0067677,0.004109,0.0048256,0.0049127,0.00082205,0.023453,0.020818,0.012803,0.012695,0.0046812
0.011177,0.011643,0.0093035,0.0088668,0.016184,0.0092247,0.0083801,0.0071891,0.0071458,0.0090033,0.078507,0.11247,0.058012,0.058793,0.081594
0.01126,0.015433,0.011078,0.010442,0.020475,0.0091848,0.014395,0.0084352,0.008449,0.012714,0.040178,0.047815,0.031497,0.028307,0.062257
0.00723,0.0053234,0.0057449,0.0057309,0.0085616,0.006703,0.0048622,0.0052473,0.0052686,0.0071264,0.01505,0.014773,0.015472,0.014965,0.024564
0.01134,0.0090574,0.011052,0.0111,0.014097,0.008664,0.008065,0.008398,0.0084884,0.0085051,0.038707,0.025098,0.034431,0.034583,0.066629
0.0070798,0.0045075,0.0048399,0.0048537,0.0020197,0.0061274,0.0037839,0.0043094,0.0043443,0.0013399,0.041386,0.035769,0.036207,0.035999,0.027923
0.01306,0.0095853,0.014578,0.014523,0.018437,0.010643,0.0085234,0.010991,0.01069,0.012804,0.045236,0.025909,0.038539,0.038548,0.05306
0.015169,0.018352,0.011294,0.010849,0.018163,0.010723,0.013897,0.0084656,0.0083278,0.013828,0.044438,0.057203,0.034678,0.033299,0.080161
0.015562,0.017353,0.010969,0.01106,0.021248,0.014511,0.017218,0.0097658,0.010007,0.017871,0.039763,0.063954,0.048663,0.04156,0.14697
0.018374,0.021061,0.013104,0.012747,0.017309,0.013323,0.015306,0.0099823,0.010161,0.015301,0.059751,0.069517,0.043186,0.04227,0.067708
0.007812,0.0037191,0.0041587,0.0043376,0.0016241,0.0070957,0.0033444,0.0037824,0.003955,0.0012833,0.02356,0.01568,0.013632,0.013751,0.010475
