0.25213,0.97564,1.3406,1.1646,1.0967,1.0285,0.99227,0.96612,0.95394,0.95042,0.95266,0.96311,0.97746,0.98222,0.98285,0.98431
0.24849,0.98737,1.3528,1.1769,1.1062,1.0349,0.99657,0.96933,0.95617,0.95269,0.95467,0.96569,0.97972,0.98464,0.98534,0.98681
0.2429,0.97996,1.3499,1.1749,1.1039,1.0319,0.99338,0.9659,0.95247,0.94904,0.95116,0.96224,0.97626,0.98126,0.98193,0.98349
0.25133,0.97807,1.3616,1.18,1.1072,1.0347,0.996,0.96846,0.9549,0.95102,0.95312,0.96375,0.9778,0.9828,0.98321,0.98539
0.25179,0.97888,1.3414,1.1688,1.1009,1.0323,0.9955,0.96918,0.95683,0.95332,0.95551,0.96658,0.98053,0.98536,0.98629,0.9876
0.2521,0.98663,1.3386,1.1757,1.1068,1.0358,0.9977,0.97007,0.95704,0.95348,0.95568,0.96725,0.98123,0.98662,0.98686,0.98832
0.24651,0.98396,1.336,1.1755,1.1059,1.0342,0.99637,0.96851,0.95566,0.95182,0.95405,0.96586,0.98015,0.98515,0.98524,0.98689
0.24813,0.979,1.3561,1.1793,1.1078,1.0352,0.99641,0.96866,0.95521,0.95162,0.95384,0.96479,0.97866,0.98384,0.98413,0.98598
0.25144,0.97101,1.3364,1.1642,1.0978,1.0305,0.9944,0.96844,0.95615,0.95268,0.95485,0.96622,0.98035,0.98511,0.98603,0.98744
0.25008,0.98209,1.3406,1.1716,1.1041,1.035,0.99758,0.97114,0.95845,0.95515,0.95735,0.96898,0.98271,0.98787,0.98835,0.98978
0.24519,0.97998,1.3403,1.173,1.1048,1.0345,0.99694,0.96986,0.9571,0.95355,0.95553,0.96732,0.98127,0.98666,0.98687,0.98821
0.2478,0.97253,1.3512,1.1724,1.1029,1.0323,0.99453,0.96742,0.95458,0.95133,0.95329,0.96418,0.97828,0.98341,0.98403,0.98595
